orp_nazev,Index_vzdelavacich_problemu,Index_destabilizujici_chudoby,Index_soc_znevyhodneni,Index_zaostavani,Index_financovani,celkem,podil,podil_0_18,datum,day_no
Rokycany,vysoké,střední,velmi nízké,Výrazně více vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,1280,0.025864333488249912,0.3734375,2022-04-25,24
Stod,velmi vysoké,střední,nízké,Výrazně více vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,822,0.035144726153319934,0.3819951338199513,2022-04-25,24
Stříbro,velmi vysoké,velmi vysoké,vysoké,Výrazně více vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,663,0.03862285914016078,0.2895927601809955,2022-04-25,24
Sušice,vysoké,střední,vysoké,Více vzdělávacích problémů než očekáváno,60 - 64 tisíc Kč,617,0.02566769281970214,0.4035656401944895,2022-04-25,24
Tachov,velmi vysoké,velmi vysoké,vysoké,Výrazně více vzdělávacích problémů než očekáváno,64 - 68 tisíc Kč,2357,0.06332106493297154,0.2906236741620704,2022-04-25,24
Aš,velmi vysoké,velmi vysoké,nízké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,452,0.025665777071148713,0.37610619469026546,2022-04-25,24
Cheb,velmi vysoké,velmi vysoké,nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,1919,0.0384438167357814,0.3778009379885357,2022-04-25,24
Karlovy Vary,vysoké,velmi vysoké,nízké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,5680,0.0652866059010816,0.36056338028169016,2022-04-25,24
Kraslice,velmi vysoké,velmi vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,"68 - 72,5 tisíc Kč",230,0.01769094685024229,0.39565217391304347,2022-04-25,24
Mariánské Lázně,velmi vysoké,velmi vysoké,velmi nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,1673,0.06998243118882289,0.37298266586969514,2022-04-25,24
Ostrov,velmi vysoké,velmi vysoké,vysoké,Vzdělávací problémy na míře očekávání,64 - 68 tisíc Kč,654,0.02389215650458481,0.39908256880733944,2022-04-25,24
Sokolov,velmi vysoké,velmi vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,1164,0.01562374164451961,0.39948453608247425,2022-04-25,24
Bílina,velmi vysoké,velmi vysoké,velmi vysoké,Výrazně více vzdělávacích problémů než očekáváno,52 - 56 tisíc Kč,281,0.01248444997334281,0.39501779359430605,2022-04-25,24
Děčín,velmi vysoké,velmi vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,899,0.011808593082975398,0.407119021134594,2022-04-25,24
Chomutov,velmi vysoké,velmi vysoké,vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1751,0.021470700035559696,0.422615648201028,2022-04-25,24
Kadaň,vysoké,velmi vysoké,velmi vysoké,Výrazně méně vzdělávacích problémů než očekáváno,60 - 64 tisíc Kč,1122,0.02606453411387553,0.37344028520499106,2022-04-25,24
Litoměřice,vysoké,vysoké,vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1338,0.022772142419497585,0.4252615844544096,2022-04-25,24
Litvínov,vysoké,velmi vysoké,velmi vysoké,Výrazně méně vzdělávacích problémů než očekáváno,64 - 68 tisíc Kč,503,0.01361888774570856,0.4711729622266402,2022-04-25,24
Louny,velmi vysoké,velmi vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,826,0.019002921756734993,0.3837772397094431,2022-04-25,24
Lovosice,střední,vysoké,vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,422,0.015281549882310338,0.3744075829383886,2022-04-25,24
Most,velmi vysoké,velmi vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,1558,0.021054338572142867,0.3908857509627728,2022-04-25,24
Podbořany,velmi vysoké,velmi vysoké,velmi vysoké,Výrazně více vzdělávacích problémů než očekáváno,64 - 68 tisíc Kč,242,0.015464246916735893,0.3884297520661157,2022-04-25,24
Roudnice nad Labem,vysoké,vysoké,střední,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,600,0.01828933731634457,0.42333333333333334,2022-04-25,24
Rumburk,velmi vysoké,velmi vysoké,velmi vysoké,Více vzdělávacích problémů než očekáváno,52 - 56 tisíc Kč,505,0.015524608810599772,0.3782178217821782,2022-04-25,24
Teplice,velmi vysoké,velmi vysoké,střední,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,3066,0.028836929327890747,0.3868232224396608,2022-04-25,24
Ústí nad Labem,velmi vysoké,velmi vysoké,vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,2270,0.019131739302660745,0.4026431718061674,2022-04-25,24
Varnsdorf,velmi vysoké,velmi vysoké,velmi vysoké,Výrazně více vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,338,0.017080196068522915,0.4171597633136095,2022-04-25,24
Žatec,velmi vysoké,velmi vysoké,velmi vysoké,Výrazně více vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,553,0.020295067527891956,0.35804701627486435,2022-04-25,24
Česká Lípa,velmi vysoké,velmi vysoké,střední,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,1718,0.02239778890279516,0.4243306169965076,2022-04-25,24
Frýdlant,velmi vysoké,velmi vysoké,velmi vysoké,Výrazně více vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,502,0.020481436148510813,0.40039840637450197,2022-04-25,24
Jablonec nad Nisou,střední,velmi vysoké,velmi nízké,Méně vzdělávacích problémů než očekáváno,56 - 60 tisíc Kč,1660,0.029742707661434817,0.39156626506024095,2022-04-25,24
Jilemnice,velmi nízké,velmi nízké,vysoké,Méně vzdělávacích problémů než očekáváno,64 - 68 tisíc Kč,737,0.033570192220096565,0.41926729986431477,2022-04-25,24
Liberec,střední,vysoké,nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,5268,0.03623457554372498,0.39502657555049353,2022-04-25,24
Nový Bor,velmi vysoké,velmi vysoké,vysoké,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,441,0.016771887122537462,0.42630385487528344,2022-04-25,24
Semily,velmi nízké,střední,vysoké,Méně vzdělávacích problémů než očekáváno,64 - 68 tisíc Kč,436,0.017051231912397342,0.44495412844036697,2022-04-25,24
Tanvald,velmi vysoké,velmi vysoké,vysoké,Více vzdělávacích problémů než očekáváno,"68 - 72,5 tisíc Kč",833,0.04108710663904508,0.42857142857142855,2022-04-25,24
Turnov,velmi nízké,velmi nízké,velmi nízké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,951,0.028126940936381652,0.4048370136698212,2022-04-25,24
Železný Brod,nízké,nízké,střední,Vzdělávací problémy na míře očekávání,56 - 60 tisíc Kč,273,0.02244881177534742,0.45054945054945056,2022-04-25,24
Broumov,velmi vysoké,velmi vysoké,velmi vysoké,Vzdělávací problémy na míře očekávání,60 - 64 tisíc Kč,449,0.02842311831360385,0.44766146993318484,2022-04-25,24
